Company name,ASX code,GICS industry group
"MACQUARIE LEISURE TRUST GROUP",MLE,"Real Estate"
"MACQUARIE OFFICE TRUST",MOF,"Real Estate"
"MACQUARIE PARK STREET TRUST",MOR,"Real Estate"
"MACQUARIE PROLOGIS TRUST",MPR,"Real Estate"
"MACRO CORPORATION LIMITED",MAC,"Hotels Restaurants & Leisure"
"MAGELLAN PETROLEUM AUSTRALIA LIMITED",MAG,"Energy"
"MAGNA PACIFIC (HOLDINGS) LIMITED",MPH,"Media"
"MAGNESIUM INTERNATIONAL LIMITED",MIL,"Materials"
"MAGNUM GOLD NL",MGU,"Materials"
"MALACHITE RESOURCES NL",MAR,"Materials"
"MARINER FINANCIAL LIMITED",MFI,"Diversified Financials"
"MARINER RETIREMENT SOLUTIONS LIMITED",MRT,"Diversified Financials"
"MARK SENSING LIMITED",MPI,"Materials"
"MARLBOROUGH RESOURCES NL",MBG,"Materials"
"MARYBOROUGH SUGAR FACTORY LIMITED (THE)",MSF,"Food Beverage & Tobacco"
"MATRIX METALS LIMITED",MRX,"Materials"
"MATRIX OIL NL",MXO,"Energy"
"MAWSON WEST LTD",MWE,"Materials"
"MAXE-TEC AUSTRALIA LIMITED",MXA,"Media"
"MAXIS CORPORATION LIMITED",MXS,"Telecommunication Services"
"MAXITRANS INDUSTRIES LIMITED",MXI,"Capital Goods"
"MAYNE GROUP LIMITED",MAY,"Health Care Equipment & Services"
"MBF CARPENTERS LIMITED",MBF,"Capital Goods"
"MBOX.COM LIMITED",MBX,"Software & Services"
"MCGUIGAN SIMEON WINES LIMITED",MGW,"Food Beverage & Tobacco"
"MCPHERSON'S LIMITED",MCP,"Commercial Services & Supplies"
"MEDAIRE INC",MDE,"Health Care Equipment & Services"
"MEDIA WORLD COMMUNICATIONS LIMITED",MWC,"Software & Services"
"MEDICA HOLDINGS LIMITED",MCA,"Pharmaceuticals & Biotechnology"
"MEDICAL CORPORATION AUSTRALASIA LIMITED",MOD,"Health Care Equipment & Services"
"MEDICAL MONITORS LIMITED",MDM,"Health Care Equipment & Services"
"MEDITECH RESEARCH LIMITED",MTR,"Pharmaceuticals & Biotechnology"
"MELBOURNE IT LIMITED",MLB,"Software & Services"
"MERCHANT HOUSE INTERNATIONAL LIMITED",MHI,"Consumer Durables & Apparel"
"MERMAID MARINE AUSTRALIA LIMITED",MRM,"Transportation"
"METABOLIC PHARMACEUTICALS LIMITED",MBP,"Pharmaceuticals & Biotechnology"
"METAL STORM LIMITED",MST,"Capital Goods"
"METCASH TRADING LIMITED",MTT,"Food & Staples Retailing"
"METEX RESOURCES LIMITED",MEE,"Materials"
"METHANOL AUSTRALIA LIMITED",MEO,"Energy"
"METROLAND AUSTRALIA LIMITED",MTD,"Real Estate"
"MFS HOTEL PROPERTY TRUST",MPY,"Real Estate"
"MFS LEVERAGED INVESTMENTS AND SECURITIES TRUST",MFS,"Diversified Financials"
"MIA GROUP LIMITED",MIA,"Health Care Equipment & Services"
"MICHELAGO LIMITED",MIC,"Materials"
"MICROVIEW LIMITED",MVL,"Media"
"MIDAS RESOURCES LIMITED",MDS,"Materials"
"MIDWARE LIMITED",MIW,"Software & Services"
"MIDWEST CORPORATION LIMITED",MIS,"Materials"
"MIKOH CORPORATION LIMITED",MIK,"Commercial Services & Supplies"
"MILLEPEDE INTERNATIONAL LIMITED",MPD,"Materials"
"MILLER'S RETAIL LIMITED",MRL,"Retailing"
"MILTON CORPORATION LIMITED",MLT,"Diversified Financials"
"MINCOR RESOURCES NL",MCR,"Materials"
"MINERAL COMMODITIES LTD",MRC,"Materials"
"MINERAL DEPOSITS LIMITED",MDL,"Materials"
"MINERALS CORPORATION LIMITED",MSC,"Materials"
"MINOTAUR RESOURCES LIMITED",MNR,"Materials"
"MIRRABOOKA INVESTMENTS LIMITED",MIR,"Diversified Financials"
"MIRVAC GROUP",MGR,"Real Estate"
"MITHRIL RESOURCES LIMITED",MTH,"Materials"
"MOBILE INNOVATIONS LIMITED",MOB,"Telecommunication Services"
"MOBILESOFT LIMITED",MSO,"Telecommunication Services"
"MOLOPO AUSTRALIA NL",MPO,"Energy"
"MONADELPHOUS GROUP LIMITED",MND,"Capital Goods"
"MONARCH RESOURCES LIMITED",MRS,"Materials"
"MONTERAY GROUP LIMITED",MRY,"Software & Services"
"MONTO MINERALS LTD",MOO,"Materials"
"MORNING STAR HOLDINGS (AUSTRALIA) LIMITED",MSH,"Hotels Restaurants & Leisure"
"MOSAIC OIL NL",MOS,"Energy"
"MOTION PICTURE COMPANY OF AUSTRALIA LIMITED",MPC,"Media"
"MOUNT BURGESS MINING NL",MTB,"Materials"
"MOUNT CONQUEROR MINERALS NL",MCO,"Materials"
"MOUNT GIBSON IRON LIMITED",MGX,"Materials"
"MPI MINES LIMITED",MPM,"Materials"
"MRI HOLDINGS LIMITED.",MRI,"Diversified Financials"
"MTM ENTERTAINMENT TRUST",MME,"Real Estate"
"MULTIEMEDIA LIMITED",MUL,"Software & Services"
"MULTISTACK INTERNATIONAL LIMITED",MSI,"Capital Goods"
"MURCHISON HOLDINGS LIMITED",MCH,"Diversified Financials"
"MURCHISON UNITED NL",MUR,"Materials"
"MUSTANG GROUP LIMITED",MUS,"Software & Services"
"MXL LIMITED.",MXL,"Commercial Services & Supplies"
"MYOB LIMITED",MYO,"Software & Services"
"NAMAKWA DIAMOND COMPANY NL",NDC,"Materials"
"NAMOI COTTON CO-OPERATIVE LIMITED",NAM,"Food Beverage & Tobacco"
"NATIONAL 1 LIMITED",NOL,"Commercial Services & Supplies"
"NATIONAL AUSTRALIA BANK LIMITED",NAB,"Banks"
"NATIONAL CAN INDUSTRIES LIMITED",NCI,"Materials"
"NATIONAL FOODS LIMITED",NFD,"Food Beverage & Tobacco"
"NATIONAL FORGE LIMITED",NFG,"Capital Goods"
"NATIONAL HIRE GROUP LIMITED",NHR,"Commercial Services & Supplies"
"NATIONAL TELECOMS GROUP LIMITED",NTG,"Technology Hardware & Equipment"
"NATURAL INTELLIGENCE LIMITED",NAI,"Software & Services"
"NAUTILUS AUSTRALIA LIMITED",NAU,"Transportation"
"NAVIGATOR RESOURCES LIMITED",NAV,"Classification Pending"
"NCML (HOLDINGS) LIMITED",NCH,"Diversified Financials"
"NEIGHBORHOOD CABLE LIMITED",NCA,"Media"
"NETCOMM LIMITED.",NTC,"Technology Hardware & Equipment"
"NETWORK FOODS LIMITED",NFO,"Food & Staples Retailing"
"NETWORK LIMITED",NWK,"Media"
"NEVERFAIL SPRINGWATER LIMITED",NEV,"Food Beverage & Tobacco"
"NEW HOLLAND MINING LIMITED",NHM,"Materials"
"NEW HOPE CORPORATION LIMITED",NHC,"Materials"
"NEW HORIZON ENERGY LIMITED",NHE,"Commercial Services & Supplies"
"NEW PRIVATEER HOLDINGS LIMITED",NPH,"Diversified Financials"
"NEW WORLD ALLOYS LIMITED",NWA,"Materials"
"NEW ZEALAND OIL & GAS LIMITED",NZO,"Energy"
"NEWCREST MINING LIMITED",NCM,"Materials"
"NEWHAVEN PARK STUD LIMITED",NPS,"Hotels Restaurants & Leisure"
"NEWLAND RESOURCES LIMITED",NRL,"Materials"
"NEWMONT MINING CORPORATION.",NEM,"Materials"
"NEWS CORPORATION LIMITED (THE)",NCP,"Media"
"NEXUS BONDS LIMITED",NXB,"GICS Sector Code Not Applicable"
"NEXUS ENERGY LIMITED",NXS,"Energy"
"NIAGARA MINING LIMITED",NIA,"Materials"
"NIDO PETROLEUM LIMITED",NDO,"Energy"
"NKWE PLATINUM LIMITED",NKP,"Classification Pending"
"NONI B LIMITED",NBL,"Retailing"
"NORDIC INVESTMENT BANK",NIB,"GICS Sector Code Not Applicable"
"NORTHERN GOLD NL",NNG,"Materials"
"NORWEST ENERGY NL",NWE,"Energy"
"NORWOOD ABBEY LIMITED",NAL,"Health Care Equipment & Services"
"NOVA HEALTH LIMITED",NHL,"Health Care Equipment & Services"
"NOVERA ENERGY LIMITED",NVE,"Utilities"
"NOVOGEN LIMITED",NRT,"Pharmaceuticals & Biotechnology"
"NOVUS PETROLEUM LIMITED",NVS,"Energy"
"NSL HEALTH LIMITED",NSL,"Health Care Equipment & Services"
"NUFARM LIMITED",NUF,"Materials"
"NULLARBOR HOLDINGS LIMITED",NLB,"Materials"
"NUPLEX INDUSTRIES LIMITED.",NPX,"Materials"
"OAKTON LIMITED",OKN,"Software & Services"
"OAMPS LIMITED",OMP,"Insurance"
"OBJECTIF TELECOMMUNICATIONS LIMITED",OBJ,"Software & Services"
"OBJECTIVE CORPORATION LIMITED",OCL,"Software & Services"
"OCCUPATIONAL & MEDICAL INNOVATIONS LIMITED",OMI,"Health Care Equipment & Services"
"OFM INVESTMENT GROUP LIMITED",OFM,"Diversified Financials"
"OFT LIMITED",OFT,"Capital Goods"
"OIL COMPANY OF AUSTRALIA LIMITED",OCA,"Energy"
"OIL SEARCH LIMITED",OSH,"Energy"
"OLDFIELDS HOLDINGS LIMITED",OLH,"Capital Goods"
"OLEA AUSTRALIS LIMITED",OLE,"Food Beverage & Tobacco"
"OLYMPUS RESOURCES LIMITED",OLP,"Diversified Financials"
"OM HOLDINGS LIMITED",OMH,"Materials"
"OMNITECH HOLDINGS LIMITED",OHL,"Technology Hardware & Equipment"
"ONESTEEL LIMITED",OST,"Materials"
"OPEN TELECOMMUNICATIONS LIMITED",OTT,"Software & Services"
"OPSM GROUP LIMITED",OPS,"Health Care Equipment & Services"
"OPTIMA CORPORATION LIMITED",OPC,"Diversified Financials"
"OPTIMA ICM LIMITED",OPI,"Technology Hardware & Equipment"
"OPTISCAN IMAGING LIMITED",OIL,"Health Care Equipment & Services"
"OPTUM HEALTH LIMITED",OPM,"Health Care Equipment & Services"
"ORBITAL ENGINE CORPORATION LIMITED",OEC,"Automobile & Components"
"ORCHARD PETROLEUM LIMITED",OPL,"Energy"
"ORCHID CAPITAL LIMITED",ORC,"Diversified Financials"
"ORICA LIMITED",ORI,"Materials"
"ORIEL COMMUNICATIONS LIMITED",OCO,"Telecommunication Services"
"ORIENTAL CRYSTAL (INTERNATIONAL) LIMITED",OCR,"Capital Goods"
"ORIENTAL TECHNOLOGIES INVESTMENT LIMITED",OTI,"Capital Goods"
"ORIGIN ENERGY LIMITED",ORG,"Energy"
"OROPA LIMITED",ORP,"Materials"
"OROTONGROUP LIMITED",ORL,"Retailing"
"OROYA MINING LIMITED",ORO,"Materials"
"OVERSEAS & GENERAL LIMITED",OGL,"Materials"
"OXIANA LIMITED",OXR,"Materials"
"P CLELAND ENTERPRISES LIMITED",CLL,"Commercial Services & Supplies"
"P.O.S. MEDIA ONLINE LIMITED",PMD,"Media"
"PACIFIC ENERGY LIMITED",PEA,"Utilities"
"PACIFIC HYDRO LIMITED",PHY,"Utilities"
"PACIFIC INTERNATIONAL LIMITED",PCI,"Hotels Restaurants & Leisure"
"PACIFIC MAGNESIUM CORPORATION LIMITED",PMH,"Materials"
"PACIFIC MINING LIMITED",PFM,"Materials"
"PACIFIC STRATEGIC INVESTMENTS LIMITED",PSI,"Diversified Financials"
"PACIFICA GROUP LIMITED",PBB,"Automobile & Components"
"PACRIM ENERGY LIMITED",PRE,"Energy"
"PACSOFT LIMITED",PAC,"Software & Services"
"PALADIN RESOURCES LIMITED",PDN,"Materials"
"PALAMEDIA LIMITED",PMX,"Media"
"PALM SPRINGS LIMITED",PSG,"Food Beverage & Tobacco"
"PAN AUSTRALIAN RESOURCES NL",PNA,"Materials"
"PAN PACIFIC PETROLEUM NL",PPP,"Energy"
"PAN PALLADIUM LTD",PPD,"Materials"
"PAN PHARMACEUTICALS LIMITED.",PPH,"Health Care Equipment & Services"
"PANASEER LIMITED",PSL,"Technology Hardware & Equipment"
"PANBIO LIMITED",PBO,"Health Care Equipment & Services"
"PANCONTINENTAL OIL & GAS NL",PCL,"Energy"
"PAPERLINX LIMITED",PPX,"Materials"
"PASMINCO LIMITED",PAS,"Materials"
"PATRICK CORPORATION LIMITED",PRK,"Transportation"
"PAYCE CONSOLIDATED LIMITED",PAY,"Real Estate"
"PCH GROUP LIMITED",PCG,"Capital Goods"
"PEARL HEALTHCARE LIMITED",PHL,"Health Care Equipment & Services"
"PEARL RIVER TYRE (HOLDINGS) LIMITED",PLR,"Automobile & Components"
"PELICAN RESOURCES LIMITED",PEL,"Materials"
"PELORUS PIPES - BAKEHOUSE FUND",PPB,"GICS Sector Code Not Applicable"
"PELSART RESOURCES NL",PRN,"Materials"
"PENFOLD BUSCOMBE LIMITED",PPR,"Commercial Services & Supplies"
"PENINSULAR & ORIENTAL STEAM NAVIGATION COMPANY (THE)",PSN,"Transportation"
"PEPLIN BIOTECH LTD",PEP,"Pharmaceuticals & Biotechnology"
"PEPPERCORN INVESTMENT FUND",PIV,"Commercial Services & Supplies"
"PEPPERCORN MANAGEMENT GROUP LIMITED",PMG,"Commercial Services & Supplies"
"PEPTECH LIMITED",PTD,"Pharmaceuticals & Biotechnology"
"PERILYA LIMITED",PEM,"Materials"
"PERPETUAL TRUSTEES AUSTRALIA LIMITED",PPT,"Diversified Financials"
"PERSEVERANCE CORPORATION LIMITED",PSV,"Materials"
"PETER LEHMANN WINES LIMITED",PLW,"Food Beverage & Tobacco"
"PETSEC ENERGY LIMITED",PSA,"Energy"
"PHARMANET ONLINE LIMITED",PNO,"Health Care Equipment & Services"
"PHILEO AUSTRALIA LIMITED",PHI,"Real Estate"
"PHILIP MORRIS COMPANIES INC",PMO,"Food Beverage & Tobacco"
"PIENETWORKS LIMITED",PIE,"Software & Services"
"PILBARA MINES LIMITED",PIL,"Materials"
"PINEAPPLEHEAD LIMITED",PNH,"Technology Hardware & Equipment"
"PINNACLE VRB LIMITED",PCE,"Capital Goods"
"PLACER DOME INC",PDG,"Materials"
"PLANAR SEMICONDUCTOR INC",PLN,"Capital Goods"
"PLASPAK GROUP LIMITED",PPK,"Materials"
"PLATINUM AUSTRALIA LIMITED",PLA,"Materials"
"PLATINUM CAPITAL LIMITED",PMC,"Diversified Financials"
"PLATSEARCH NL",PTS,"Materials"
"PLENTY RIVER CORPORATION LIMITED",PRM,"Materials"
"PLEXUS INTERNATIONAL LIMITED",PLX,"Software & Services"
"PMP LIMITED",PMP,"Media"
"POCKETMAIL GROUP LIMITED",PKT,"Technology Hardware & Equipment"
"POLARTECHNICS LIMITED",PLT,"Health Care Equipment & Services"
"POLTECH INTERNATIONAL LIMITED",PLL,"Commercial Services & Supplies"
"PORT BOUVARD LIMITED",PBD,"Real Estate"
"PORT DOUGLAS REEF RESORTS LIMITED",PDR,"Hotels Restaurants & Leisure"
"PORTMAN LIMITED",PMM,"Materials"
"POWERISE TECHNOLOGY LIMITED",PTC,"Materials"
"POWERLAN LIMITED",PWR,"Software & Services"
"POWERS TRUST",PWS,"Diversified Financials"
"POWERTEL LIMITED",PWT,"Telecommunication Services"
"PRACOM LIMITED",PCO,"Telecommunication Services"
"PRANA BIOTECHNOLOGY LIMITED",PBT,"Pharmaceuticals & Biotechnology"
"PRECIOUS METALS AUSTRALIA LIMITED",PMA,"Materials"
"PREMIER BIONICS LIMITED",PBI,"Health Care Equipment & Services"
"PREMIER INVESTMENTS LIMITED",PMV,"Food & Staples Retailing"
"PRESTON RESOURCES LIMITED",PSR,"Materials"
"PRIMA BIOMED LTD",PRR,"Pharmaceuticals & Biotechnology"
"PRIMARY HEALTH CARE LIMITED",PRY,"Health Care Equipment & Services"
"PRIME CREDIT PROPERTY TRUST",PRP,"Real Estate"
"PRIME INFRASTRUCTURE GROUP",PIF,"Transportation"
"PRIME RETAIL GROUP",PRX,"Real Estate"
"PRIME TELEVISION LIMITED",PRT,"Media"
"PRIMELIFE CORPORATION LIMITED",PLF,"Health Care Equipment & Services"
"PRINCIPAL OFFICE FUND",POF,"Real Estate"
"PRO MEDICUS LIMITED",PME,"Health Care Equipment & Services"
"PROGEN INDUSTRIES LIMITED.",PGL,"Pharmaceuticals & Biotechnology"
"PROGRAMMED MAINTENANCE SERVICES LIMITED",PRG,"Commercial Services & Supplies"
"PROMINA GROUP LIMITED",PMN,"Insurance"
"PROPHECY INTERNATIONAL HOLDINGS LIMITED",PRO,"Software & Services"
"PROVINCE OF BRITISH COLUMBIA",PBR,"GICS Sector Code Not Applicable"
"PRUDENTIAL INVESTMENT COMPANY OF AUSTRALIA LIMITED",PIA,"Real Estate"
"PSIRON LTD",PSX,"Pharmaceuticals & Biotechnology"
"PSIVIDA LIMITED",PSD,"Pharmaceuticals & Biotechnology"
"PUBLIC HOLDINGS (AUSTRALIA) LIMITED",PHA,"Diversified Financials"
"PUBLISHING & BROADCASTING LIMITED",PBL,"Media"
"Q MULTIMEDIUM LIMITED",QMM,"Commercial Services & Supplies"
"Q-VIS LIMITED",QVL,"Health Care Equipment & Services"
"QANTAS AIRWAYS LIMITED",QAN,"Transportation"
"QBE INSURANCE GROUP LIMITED",QBE,"Insurance"
"QED OCCTECH LIMITED",QED,"Commercial Services & Supplies"
"QMASTOR LIMITED",QML,"Software & Services"
"QPSX LIMITED",QPX,"Telecommunication Services"
"QUADRANT IRIDIUM LIMITED",QAD,"Telecommunication Services"
"QUADTEL LIMITED",QTL,"Technology Hardware & Equipment"
"QUANTUM ENERGY LIMITED",QTM,"Consumer Durables & Apparel"
"QUANTUM RESOURCES LIMITED",QUR,"Materials"
"QUEBEC",QBC,"GICS Sector Code Not Applicable"
"QUEENSLAND COTTON HOLDINGS LIMITED",QCH,"Food Beverage & Tobacco"
"QUEENSLAND ELECTRICITY COMMISSION",XQA,"GICS Sector Code Not Applicable"
"QUEENSLAND GAS COMPANY LIMITED",QGC,"Energy"
"QUEENSLAND INDUSTRY DEVELOPMENT CORPORATION",QID,"GICS Sector Code Not Applicable"
"QUEENSLAND TOURISM INDUSTRIES LIMITED",QTI,"Hotels Restaurants & Leisure"
"QUEENSLAND TREASURY CORPORATION",XQL,"GICS Sector Code Not Applicable"
"QUEST INVESTMENTS LIMITED",QST,"Diversified Financials"
"QUESTE COMMUNICATIONS LIMITED",QUE,"Telecommunication Services"
"QUIKTRAK NETWORKS LIMITED",QTK,"Commercial Services & Supplies"
"QUOIN (INT) LIMITED.",QIL,"Software & Services"
"RABINOV DIVERSIFIED PROPERTY TRUST",RAB,"Real Estate"
"RAMELIUS RESOURCES LIMITED",RMS,"Materials"
"RAMSAY HEALTH CARE LIMITED",RHC,"Health Care Equipment & Services"
"RAND MINING NL",RND,"Materials"
"RANGE RESOURCES LIMITED",RRS,"Materials"
"RANGE RIVER GOLD NL",RNG,"Materials"
"RAPTIS GROUP LIMITED",RPG,"Real Estate"
"RATTOON HOLDINGS LIMITED",RTN,"Software & Services"
"RCR TOMLINSON LIMITED",RCR,"Capital Goods"
"REALESTATE.COM.AU LIMITED",REA,"Software & Services"
"REBEL SPORT LIMITED",REB,"Retailing"
"RECKON LIMITED",RKN,"Software & Services"
"RECLAIM INDUSTRIES LIMITED",RCM,"Commercial Services & Supplies"
"RECORD INVESTMENTS LIMITED",RCD,"Diversified Financials"
"RECORD REALTY",RRT,"Real Estate"
"RECRUITERS AUSTRALIA LIMITED",RAL,"Commercial Services & Supplies"
"RED 5 LIMITED",RED,"Materials"
"RED BACK MINING NL",RBK,"Materials"
"REDFLEX HOLDINGS LIMITED",RDF,"Technology Hardware & Equipment"
"REDPORT LIMITED",RPT,"Materials"
"REECE AUSTRALIA LIMITED",REH,"Capital Goods"
"REED RESOURCES LTD",RDR,"Materials"
"REEF CASINO TRUST",RCT,"Hotels Restaurants & Leisure"
"REEFTON MINING NL",RTM,"Materials"
"REINSURANCE AUSTRALIA CORPORATION LIMITED",RAC,"Insurance"
"RELIANCE MINING LIMITED",REM,"Materials"
"RELODE LIMITED",RLD,"Materials"
"RENEWABLE ENERGY CORPORATION LIMITED",REL,"Commercial Services & Supplies"
"RENISON CONSOLIDATED MINES NL",RSN,"Materials"
"REPCO LIMITED",REP,"GICS Sector Code Not Applicable"
"REPCOL LIMITED",RPC,"Commercial Services & Supplies"
"RESMED INC",RMD,"Health Care Equipment & Services"
"RESOLUTE MINING LIMITED",RSG,"Materials"
"RESOURCE MINING CORPORATION LIMITED",RMI,"Materials"
"RETAIL TECHNOLOGY & SERVICES LIMITED",RTS,"Software & Services"
"REVESCO GROUP LIMITED",RGL,"Materials"
"REYNOLDS WINES LIMITED",RYW,"Food Beverage & Tobacco"
"RG CAPITAL RADIO LIMITED",REG,"Media"
"RIB LOC GROUP LIMITED",RBL,"Materials"
"RICHFIELD GROUP LIMITED",RCH,"Technology Hardware & Equipment"
"RIDLEY CORPORATION LIMITED",RIC,"Food Beverage & Tobacco"
"RIMCAPITAL LIMITED",RMC,"Diversified Financials"
"RIMFIRE PACIFIC MINING NL",RIM,"Materials"
"RINKER GROUP LIMITED",RIN,"Materials"
"RIO TINTO LIMITED",RIO,"Materials"
"RIVKIN FINANCIAL SERVICES LIMITED",RFS,"Diversified Financials"
"RM WILLIAMS HOLDINGS LIMITED",RMW,"Retailing"
"RMG LIMITED",RMG,"Commercial Services & Supplies"
"ROBERTS LIMITED",RBS,"Commercial Services & Supplies"
"ROC OIL COMPANY LIMITED",ROC,"Energy"
"ROCK BUILDING SOCIETY LIMITED (THE)",ROK,"Banks"
"ROMA PETROLEUM NL",RPM,"Energy"
"RONIN PROPERTY GROUP",RPH,"Real Estate"
"RP DATA LIMITED",RPD,"Software & Services"
"RURAL PRESS LIMITED",RUP,"Media"
"RURALCO HOLDINGS LIMITED",RHL,"Retailing"
"RUSINA MINING LTD",RML,"Materials"
"RUSKIN INDUSTRIES LIMITED.",RUS,"Materials"
"S.S.H. MEDICAL LIMITED",SSH,"Health Care Equipment & Services"
"S8 LIMITED",SEL,"Real Estate"
"SABINA CORPORATION LIMITED",SAP,"Real Estate"
"SABRE RESOURCES LIMITED",SBR,"Materials"
"SAFE EFFECT TECHNOLOGIES LIMITED",SAF,"Automobile & Components"
"SALLY MALAY MINING LIMITED",SMY,"Materials"
"SALMAT LIMITED",SLM,"Commercial Services & Supplies"
"SALOMON SMITH BARNEY AUSTRALIA FINANCIAL PRODUCTS LIMITED",SSB,"GICS Sector Code Not Applicable"
"SAM'S SEAFOOD HOLDINGS LIMITED",SSS,"Hotels Restaurants & Leisure"
"SAMSON EXPLORATION NL",SSN,"Materials"
"SANTOS LIMITED",STO,"Energy"
"SARACEN MINERAL HOLDINGS LIMITED",SAR,"Materials"
"SCANTECH LIMITED",SCD,"Technology Hardware & Equipment"
"SCHAFFER CORPORATION LIMITED",SFC,"Automobile & Components"
"SCIGEN LIMITED",SIE,"Pharmaceuticals & Biotechnology"
"SCOTTISH POWER UK PLC",SCK,"GICS Sector Code Not Applicable"
"SDI LIMITED",SDI,"Health Care Equipment & Services"
"SDS CORPORATION LIMITED",SDS,"Capital Goods"
"SECURENET LIMITED",SNX,"Software & Services"
"SEDIMENTARY HOLDINGS LIMITED",SED,"Materials"
"SELECT HARVESTS LIMITED",SHV,"Food Beverage & Tobacco"
"SELECT VACCINES LIMITED",SLT,"Pharmaceuticals & Biotechnology"
"SELWYN MINES LIMITED",SLN,"Materials"
"SENETAS CORPORATION LIMITED",SEN,"Software & Services"
"SERVCORP LIMITED",SRV,"Real Estate"
"SERVICEPOINT LIMITED",SVP,"Software & Services"
"SEVEN NETWORK LIMITED",SEV,"Media"
"SFE CORPORATION LIMITED",SFE,"Diversified Financials"
"SIBERIA MINING CORPORATION LIMITED",SIB,"Materials"
"SIETEL LIMITED",SSL,"Real Estate"
"SIGMA COMPANY LIMITED.",SIG,"Health Care Equipment & Services"
"SILEX SYSTEMS LIMITED",SLX,"Semiconductors & Semiconductor Equipment"
"SIMON GILBERT WINES LIMITED",SGV,"Food Beverage & Tobacco"
"SIMS GROUP LIMITED",SMS,"Materials"
"SINGAPORE TELECOMMUNICATIONS LIMITED.",SGT,"Telecommunication Services"
"SINO GOLD LIMITED",SGX,"Materials"
"SINO SECURITIES INTERNATIONAL LIMITED",SSI,"Diversified Financials"
"SIPA RESOURCES INTERNATIONAL NL",SRI,"Materials"
"SIRIUS TELECOMMUNICATIONS LIMITED",SIU,"Telecommunication Services"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals & Biotechnology"
"SKILLED ENGINEERING LIMITED",SKE,"Commercial Services & Supplies"
"SKY CITY ENTERTAINMENT GROUP LIMITED.",SKC,"Hotels Restaurants & Leisure"
"SKY NETWORK TELEVISION LIMITED",SNT,"Media"
"SKYDOME HOLDINGS LIMITED",SKY,"Capital Goods"
"SKYNETGLOBAL LIMITED",SKG,"Software & Services"
"SMARTTRANS HOLDINGS LTD",SMA,"Software & Services"
"SMC GOLD LIMITED",SMO,"Materials"
"SMORGON STEEL GROUP LIMITED.",SSX,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SNOWBALL GROUP LIMITED",SNO,"Diversified Financials"
"SO NATURAL FOODS AUSTRALIA LIMITED",SNF,"Food Beverage & Tobacco"
"SOFTLAW CORPORATION LIMITED",SLC,"Software & Services"
"SOFTWARE COMMUNICATION GROUP LIMITED",SOF,"Software & Services"
"SOLAGRAN LIMITED",SLA,"Pharmaceuticals & Biotechnology"
"SOLAR ENERGY SYSTEMS LTD",SES,"Utilities"
"SOLBEC PHARMACEUTICALS LIMITED",SBP,"Pharmaceuticals & Biotechnology"
"SOLUTION 6 HOLDINGS LIMITED",SOH,"Software & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SONS OF GWALIA LIMITED",SGW,"Materials"
"SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITY",XSG,"GICS Sector Code Not Applicable"
"SOUTH BOULDER MINES LIMITED",STB,"Classification Pending"
"SOUTHCORP LIMITED",SRP,"Food Beverage & Tobacco"
"SOUTHERN CROSS BROADCASTING (AUSTRALIA) LIMITED",SBC,"Media"
"SOUTHERN CROSS EXPLORATION NL",SCX,"Materials"
"SOUTHERN CROSS FLIERS TRUST",SCF,"GICS Sector Code Not Applicable"
"SOUTHERN EQUITY HOLDINGS LIMITED",SEQ,"Diversified Financials"
"SOUTHERN PACIFIC PETROLEUM NL",SPP,"Energy"
"SOUTHERN STAR GROUP LIMITED",SSR,"Media"
"SOUTHERN TITANIUM NL",STN,"Materials"
"SOUTHPOINTE LIMITED",SOU,"Telecommunication Services"
"SP TELECOMMUNICATIONS LIMITED",SOT,"Telecommunication Services"
"SPC ARDMONA LIMITED",SPC,"Food Beverage & Tobacco"
"SPHERE INVESTMENTS LIMITED",SPH,"Automobile & Components"
"SPIKE NETWORKS LIMITED",SPK,"Software & Services"
"SPINIFEX GOLD LIMITED",SPX,"Materials"
"SPOTLESS GROUP LIMITED",SPT,"Commercial Services & Supplies"
"ST BARBARA MINES LIMITED",SBM,"Materials"
"ST FRANCIS GROUP LIMITED",SFG,"Materials"
"ST GEORGE BANK LIMITED",SGB,"Banks"
"ST SYNERGY LIMITED",SYN,"Software & Services"
"STADIUM AUSTRALIA GROUP",SAX,"Hotels Restaurants & Leisure"
"STARGAMES LIMITED",SGS,"Hotels Restaurants & Leisure"
"STARPHARMA POOLED DEVELOPMENT LIMITED",SPL,"Pharmaceuticals & Biotechnology"
"STARTRACK COMMUNICATIONS LIMITED",SRT,"Telecommunication Services"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STERICORP LIMITED",STP,"Commercial Services & Supplies"
"STOCKFORD LIMITED",SKD,"Commercial Services & Supplies"
"STOCKLAND",SGP,"Real Estate"
"STOKES (AUSTRALASIA) LIMITED",SKS,"Capital Goods"
"STRAITS RESOURCES LIMITED",SRL,"Materials"
"STRARCH INTERNATIONAL LIMITED",STH,"Capital Goods"
"STRATA MINING CORPORATION LIMITED",STT,"Materials"
"STRATATEL LIMITED",STE,"Telecommunication Services"
