ASX listed companies as at Mon May 01 00:14:36 EST 2006

Company name,ASX code,GICS industry group
"HPAL LIMITED",HPX,"Software & Services"
"HUDSON INVESTMENT GROUP LIMITED",HGL,"Real Estate"
"HUDSON RESOURCES LIMITED",HRS,"Materials"
"HUNTER HALL GLOBAL VALUE LIMITED",HHV,"Diversified Financials"
"HUNTER HALL INTERNATIONAL LIMITED",HHL,"Diversified Financials"
"HUNTLEY INVESTMENT COMPANY LIMITED",HIC,"Diversified Financials"
"HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED",HTA,"Telecommunication Services"
"HUTCHISONS CHILD CARE SERVICES LTD.",HCC,"Consumer Services"
"HY-FI SECURITIES LIMITED",HYF,"GICS Sector Code Not Applicable"
"HYDRO-ELECTRIC CORPORATION",XTA,"GICS Sector Code Not Applicable"
"HYDROMET CORPORATION LIMITED",HMC,"Commercial Services & Supplies"
"HYPERION FLAGSHIP INVESTMENTS LIMITED",HIP,"Diversified Financials"
"HYPO REAL ESTATE BANK INTERNATIONAL AKTIENGESELLSCHAFT",HYP,"GICS Sector Code Not Applicable"
"HYRO LIMITED",HYO,"Media"
"I.T.& E LIMITED",ITE,"Software & Services"
"IAG FINANCE (NEW ZEALAND) LIMITED",IAN,"Classification Pending"
"IAMGOLD CORPORATION",IGD,"Classification Pending"
"IATIA LIMITED",IAT,"Software & Services"
"IBA HEALTH LIMITED",IBA,"Health Care Equipment & Services"
"IBERIAN RESOURCES LIMITED",IBR,"Materials"
"IBT EDUCATION LIMITED",IBT,"Consumer Services"
"IC2 GLOBAL LIMITED",ICC,"Telecommunication Services"
"ICE CORPORATION LIMITED",ICE,"Capital Goods"
"ICE TV HOLDINGS LIMITED",ITV,"Classification Pending"
"ICON ENERGY LIMITED",ICN,"Energy"
"ICSGLOBAL LIMITED",ICS,"Health Care Equipment & Services"
"IDEAS INTERNATIONAL LIMITED",IDE,"Software & Services"
"IFC CAPITAL LIMITED",IFC,"Diversified Financials"
"IINET LIMITED",IIN,"Software & Services"
"ILUKA RESOURCES LIMITED",ILU,"Materials"
"IM MEDICAL LTD",IMI,"Health Care Equipment & Services"
"IMAGE RESOURCES NL",IMA,"Materials"
"IMD GROUP LIMITED",IML,"Health Care Equipment & Services"
"IMDEX LIMITED",IMD,"Materials"
"IMF (AUSTRALIA) LTD",IMF,"Diversified Financials"
"IMPACT CAPITAL LIMITED",ICD,"Diversified Financials"
"IMPERIAL ONE LIMITED",IMP,"Materials"
"IMPRESS VENTURES LIMITED",ITC,"Energy"
"IMUGENE LIMITED",IMU,"Pharmaceuticals, Biotechnology & Life Sciences"
"INCITEC PIVOT LIMITED",IPL,"Materials"
"INCITIVE LIMITED",ICV,"Classification Pending"
"INCREMENTAL PETROLEUM LIMITED",IPM,"Energy"
"INDEPENDENCE GROUP NL",IGO,"Materials"
"INDEPENDENT PRACTITIONER NETWORK LTD",IPN,"Health Care Equipment & Services"
"INDIGO PACIFIC CAPITAL LIMITED",IPA,"Diversified Financials"
"INDO MINES LIMITED",IDO,"Materials"
"INDOPHIL RESOURCES NL",IRN,"Materials"
"INFOCHOICE LIMITED",ICH,"Media"
"INFOMEDIA LTD",IFM,"Software & Services"
"ING INDUSTRIAL FUND",IIF,"Real Estate"
"ING OFFICE FUND",IOF,"Real Estate"
"ING PRIVATE EQUITY ACCESS LIMITED",IPE,"Diversified Financials"
"ING REAL ESTATE COMMUNITY LIVING FUND",ILF,"Real Estate"
"ING REAL ESTATE ENTERTAINMENT FUND",IEF,"Real Estate"
"ING REAL ESTATE HEALTHCARE FUND",IHF,"Classification Pending"
"INNAMINCKA PETROLEUM LIMITED",INP,"Energy"
"INSTITUTE OF DRUG TECHNOLOGY AUSTRALIA LIMITED",IDT,"Pharmaceuticals, Biotechnology & Life Sciences"
"INSTITUTO DE CREDITO OFICIAL",ICF,"GICS Sector Code Not Applicable"
"INSURANCE AUSTRALIA GROUP LIMITED",IAG,"Insurance"
"INTEC LTD",INL,"Materials"
"INTEGRA MINING LIMITED",IGR,"Materials"
"INTEGRATED GROUP LIMITED",IWF,"Commercial Services & Supplies"
"INTEGRATED INVESTMENT GROUP LIMITED",IIG,"Diversified Financials"
"INTEGRATED RESEARCH LIMITED",IRI,"Software & Services"
"INTEGRATED TREE CROPPING LIMITED",ITF,"Materials"
"INTELLECT HOLDINGS LIMITED",IHG,"Technology Hardware & Equipment"
"INTER-AMERICAN DEVELOPMENT BANK",IDB,"GICS Sector Code Not Applicable"
"INTERCOAL LIMITED",INI,"Materials"
"INTERMET RESOURCES LIMITED",ITT,"Materials"
"INTERMIN RESOURCES LIMITED",IRC,"Materials"
"INTERMOCO LIMITED",INT,"Technology Hardware & Equipment"
"INTERNATIONAL ALL SPORTS LIMITED",IAS,"Consumer Services"
"INTERNATIONAL CONCERT ATTRACTIONS LIMITED",ICP,"Media"
"INTERNATIONAL EQUITIES CORPORATION LIMITED.",IEQ,"Real Estate"
"INTERNATIONAL GOLDFIELDS LIMITED..",IGC,"Classification Pending"
"INTERNATIONAL WINE INVESTMENT FUND (THE)",IWI,"Diversified Financials"
"INTERSTAR MILLENIUM SERIES 2003-4 TRUST",IMY,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENIUM SERIES 2003-5G TRUST",IMZ,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2001-2 TRUST",IMS,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2002-1G TRUST",IMG,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2002-2 TRUST",IME,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2003 - 1G TRUST",IMT,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2003-2 TRUST",IMV,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2003-3G TRUST",IMX,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-1E TRUST",IMQ,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-2G TRUST",IMK,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2004-5 TRUST",IMN,"GICS Sector Code Not Applicable"
"INTERSTAR MILLENNIUM SERIES 2005-2L TRUST",IMO,"GICS Sector Code Not Applicable"
"INVESTA PROPERTY GROUP",IPG,"Real Estate"
"INVESTIKA LIMITED",IVK,"Materials"
"INVOCARE LIMITED",IVC,"Consumer Services"
"ION LIMITED",ION,"Automobile & Components"
"IOOF HOLDINGS LIMITED",IFL,"Diversified Financials"
"IRESS MARKET TECHNOLOGY LIMITED",IRE,"Software & Services"
"IRON ORE HOLDINGS LIMITED",IOH,"Materials"
"IRONBARK CAPITAL LIMITED",IBC,"Diversified Financials"
"ISS GROUP LIMITED",ISS,"Software & Services"
"ITL LIMITED",ITD,"Health Care Equipment & Services"
"IWL LIMITED",IWL,"Diversified Financials"
"IXLA LIMITED",IXL,"Software & Services"
"JABIRU METALS LIMITED",JML,"Materials"
"JACKGREEN LIMITED",JGL,"Utilities"
"JACKSON GOLD LIMITED",JAK,"Materials"
"JAGUAR MINERALS LIMITED",JAG,"Materials"
"JAMES HARDIE INDUSTRIES N.V.",JHX,"Materials"
"JB HI-FI LIMITED",JBH,"Retailing"
"JERVOIS MINING LIMITED",JRV,"Materials"
"JETSET TRAVELWORLD LTD",JET,"Consumer Services"
"JF MERIDIAN TRUST",JFM,"Real Estate"
"JF US INDUSTRIAL TRUST",JUI,"Real Estate"
"JINDALEE RESOURCES LIMITED",JRL,"Materials"
"JOHN HANCOCK GLOBAL FUNDING LIMITED",JHF,"GICS Sector Code Not Applicable"
"JOHN SHEARER (HOLDINGS) LIMITED",SHR,"Capital Goods"
"JOYCE CORPORATION LIMITED",JYC,"Capital Goods"
"JUBILEE MINES NL",JBM,"Materials"
"JUMBO CORPORATION LIMITED",JUM,"Retailing"
"JUMBUCK ENTERTAINMENT LIMITED",JMB,"Software & Services"
"JUPITER ENERGY LIMITED",JPR,"Materials"
"JUPITER MINES LIMITED",JMS,"Materials"
"JUST GROUP LIMITED",JST,"Retailing"
"JV GLOBAL LIMITED",JVG,"Capital Goods"
"K & S CORPORATION LIMITED",KSC,"Transportation"
"KAGARA ZINC LIMITED",KZL,"Materials"
"KALGOORLIE-BOULDER RESOURCES LTD",KAL,"Materials"
"KAROON GAS AUSTRALIA LIMITED",KAR,"Energy"
"KATANA CAPITAL LIMITED",KAT,"Diversified Financials"
"KENTOR GOLD LIMITED",KGL,"Materials"
"KEYCORP LIMITED",KYC,"Technology Hardware & Equipment"
"KFW INTERNATIONAL FINANCE INC",KFW,"GICS Sector Code Not Applicable"
"KH FOODS LIMITED",KHF,"Food Beverage & Tobacco"
"KIDS CAMPUS LIMITED",KDS,"Consumer Services"
"KIMBERLEY DIAMOND COMPANY NL.",KIM,"Materials"
"KING ISLAND SCHEELITE LIMITED",KIS,"Materials"
"KINGS MINERALS NL",KMN,"Materials"
"KINGSGATE CONSOLIDATED LIMITED.",KCN,"Materials"
"KIP MCGRATH EDUCATION CENTRES LIMITED",KME,"Consumer Services"
"KLM GROUP LTD",KLM,"Technology Hardware & Equipment"
"KNIGHTS INSOLVENCY ADMINISTRATION LIMITED",KIA,"Diversified Financials"
"KONEKT LIMITED",KKT,"Commercial Services & Supplies"
"KOON HOLDINGS LIMITED",KNH,"Capital Goods"
"KORAB RESOURCES LIMITED",KOR,"Materials"
"KORVEST LIMITED",KOV,"Capital Goods"
"KRESTA HOLDINGS LIMITED",KRS,"Consumer Durables & Apparel"
"KRYOCOR LIMITED",KCR,"Classification Pending"
"KTL TECHNOLOGIES LIMITED",KTL,"Capital Goods"
"LABTAM LIMITED",LAB,"Technology Hardware & Equipment"
"LABTECH SYSTEMS LTD",LBT,"Classification Pending"
"LAFAYETTE MINING LIMITED",LAF,"Materials"
"LAKE RESOURCES N.L.",LKE,"Materials"
"LAKES OIL NL",LKO,"Energy"
"LANDESBANK BADEN-WURTTEMBERG",LBW,"GICS Sector Code Not Applicable"
"LANDMARK WHITE LIMITED",LMW,"Real Estate"
"LASSETERS CORPORATION LIMITED",LAS,"Consumer Services"
"LATROBE MAGNESIUM LIMITED",LMG,"Materials"
"LAVERTON GOLD NL",LVG,"Materials"
"LEFROY RESOURCES LIMITED",LEF,"Materials"
"LEGEND CORPORATION LIMITED",LGD,"Semiconductors & Semiconductor Equipment"
"LEGEND MINING LIMITED",LEG,"Materials"
"LEIGHTON HOLDINGS LIMITED",LEI,"Capital Goods"
"LEMARNE CORPORATION LIMITED",LMC,"Capital Goods"
"LEND LEASE CORPORATION LIMITED",LLC,"Real Estate"
"LEVIATHAN RESOURCES LIMITED",LVR,"Materials"
"LEYSHON RESOURCES LIMITED",LRL,"Materials"
"LIBERTY GOLD NL",LBY,"Materials"
"LIFE THERAPEUTICS LIMITED",LFE,"Pharmaceuticals, Biotechnology & Life Sciences"
"LIGHTING CORPORATION LIMITED",LCL,"Capital Goods"
"LIHIR GOLD LIMITED",LHG,"Materials"
"LINC ENERGY LTD",LNC,"Classification Pending"
"LINDEN & CONWAY LIMITED",LDN,"Retailing"
"LINDSAY AUSTRALIA LIMITED",LAU,"Transportation"
"LINQ RESOURCES FUND",LRF,"Materials"
"LION ENERGY LIMITED",LIO,"Energy"
"LION NATHAN LIMITED",LNN,"Food Beverage & Tobacco"
"LION SELECTION GROUP LIMITED",LSG,"Materials"
"LIONORE MINING INTERNATIONAL LIMITED.",LIM,"Materials"
"LIPA PHARMACEUTICALS LIMITED",LIP,"Pharmaceuticals, Biotechnology & Life Sciences"
"LIQUEFIED NATURAL GAS LIMITED",LNG,"Energy"
"LITTLE WORLD BEVERAGES LIMITED",LWB,"Food Beverage & Tobacco"
"LIVING CELL TECHNOLOGIES LIMITED",LCT,"Pharmaceuticals, Biotechnology & Life Sciences"
"LIVINGSTONE PETROLEUM LIMITED",LPL,"Energy"
"LODESTONE EXPLORATION LIMITED",LOD,"Materials"
"LOFTUS CAPITAL PARTNERS LIMITED",LCP,"Diversified Financials"
"LONDON CITY EQUITIES LIMITED",LCE,"Diversified Financials"
"LONGREACH GROUP LIMITED",LRX,"Technology Hardware & Equipment"
"LONGREACH OIL LIMITED",LGO,"Energy"
"LOOKSMART LIMITED",LOK,"Software & Services"
"LOUISIANA PETROLEUM LIMITED",LOU,"Energy"
"LUDOWICI LIMITED",LDW,"Capital Goods"
"LUMACOM LIMITED",LUM,"Technology Hardware & Equipment"
"LUMINUS SYSTEMS LIMITED.",LSL,"Technology Hardware & Equipment"
"LV LIVING LIMITED",LVL,"Real Estate"
"LYCOPODIUM LIMITED",LYL,"Capital Goods"
"LYNAS CORPORATION LIMITED",LYC,"Materials"
"M2 TELECOMMUNICATIONS GROUP LIMITED",MTU,"Telecommunication Services"
"M2M CORPORATION LIMITED",MCL,"Software & Services"
"MACARTHUR COAL LIMITED",MCC,"Materials"
"MACARTHURCOOK LIMITED",MCK,"Diversified Financials"
"MACARTHURCOOK PROPERTY SECURITIES FUND",MPS,"Real Estate"
"MACKAY PERMANENT BUILDING SOCIETY LIMITED",MPB,"Banks"
"MACMAHON HOLDINGS LIMITED",MAH,"Capital Goods"
"MACMIN SILVER LTD",MMN,"Materials"
"MACQUARIE AIRPORTS",MAP,"Transportation"
"MACQUARIE AIRPORTS RESET EXCHANGE SECURITIES TRUST",MAZ,"Classification Pending"
"MACQUARIE ALPS",APS,"Classification Pending"
"MACQUARIE BANK LIMITED",MBL,"Diversified Financials"
"MACQUARIE CAPITAL ALLIANCE GROUP",MCQ,"Diversified Financials"
"MACQUARIE COMMUNICATIONS INFRASTRUCTURE GROUP",MCG,"Media"
"MACQUARIE COUNTRYWIDE TRUST",MCW,"Real Estate"
"MACQUARIE DDR TRUST",MDT,"Real Estate"
"MACQUARIE FORTRESS AUSTRALIA NOTES TRUST",MFN,"GICS Sector Code Not Applicable"
"MACQUARIE GOODMAN CAPITAL TRUST",MGA,"Real Estate"
"MACQUARIE GOODMAN GROUP",MGQ,"Real Estate"
"MACQUARIE INFRASTRUCTURE GROUP",MIG,"Transportation"
"MACQUARIE LEISURE TRUST GROUP",MLE,"Real Estate"
"MACQUARIE MEDIA GROUP",MMG,"Media"
"MACQUARIE OFFICE TRUST",MOF,"Real Estate"
"MACQUARIE PARK STREET TRUST",MOR,"Real Estate"
"MACQUARIE PRIVATE CAPITAL GROUP",MPG,"Diversified Financials"
"MACQUARIE PROLOGIS INCOME TRUST",MPN,"GICS Sector Code Not Applicable"
"MACQUARIE PROLOGIS TRUST",MPR,"Real Estate"
"MACQUARIE RADIO NETWORK LIMITED",MRN,"Media"
"MACQUARIE TELECOM GROUP LIMITED",MAQ,"Telecommunication Services"
"MACQUARIE WINTON GLOBAL OPPORTUNITIES TRUST",MWG,"Diversified Financials"
"MACRO CORPORATION LIMITED",MAC,"Consumer Services"
"MAGELLAN PETROLEUM AUSTRALIA LIMITED",MAG,"Energy"
"MAGELLAN PETROLEUM CORPORATION.",MGN,"Classification Pending"
"MAGMA METALS LIMITED",MMB,"Classification Pending"
"MAGNA PACIFIC (HOLDINGS) LIMITED",MPH,"Media"
"MAGNESIUM INTERNATIONAL LIMITED.",MGK,"Materials"
"MAGNETICA LIMITED",MNA,"Consumer Services"
"MAGNUM GOLD NL",MGU,"Materials"
"MAHOGANY CAPITAL LIMITED",MHY,"GICS Sector Code Not Applicable"
"MAHOGANY CAPITAL LIMITED - NOTES SERIES II",MHZ,"GICS Sector Code Not Applicable"
"MALACHITE RESOURCES NL",MAR,"Materials"
"MARATHON RESOURCES LIMITED",MTN,"Materials"
"MARENGO MINING LIMITED",MGO,"Materials"
"MARINE PRODUCE AUSTRALIA LIMITED",MPA,"Food Beverage & Tobacco"
"MARINER AMERICAN PROPERTY INCOME TRUST",MRA,"Real Estate"
"MARINER CREDIT CORPORATION LIMITED",LSB,"GICS Sector Code Not Applicable"
"MARINER FINANCIAL LIMITED",MFI,"Diversified Financials"
"MARINER RETIREMENT SOLUTIONS LIMITED",MRT,"Diversified Financials"
"MARINER WEALTH MANAGEMENT LIMITED",MWM,"Diversified Financials"
"MARION ENERGY LIMITED",MAE,"Energy"
"MARK SENSING LIMITED",MPI,"Materials"
"MARYBOROUGH SUGAR FACTORY LIMITED (THE)",MSF,"Food Beverage & Tobacco"
"MATILDA MINERALS LIMITED",MAL,"Materials"
"MATRIX METALS LIMITED",MRX,"Materials"
"MATRIX OIL NL",MXO,"Energy"
"MATRIXVIEW LIMITED",MVU,"Software & Services"
"MAWSON WEST LTD",MWE,"Materials"
"MAXIMUS RESOURCES LIMITED",MXR,"Materials"
"MAXITRANS INDUSTRIES LIMITED",MXI,"Capital Goods"
"MAYNE PHARMA LIMITED",MYP,"Pharmaceuticals, Biotechnology & Life Sciences"
"MBF CARPENTERS LIMITED",MBF,"Capital Goods"
"MCGUIGAN SIMEON WINES LIMITED",MGW,"Food Beverage & Tobacco"
"MCKINLEY COMPANY LIMITED",MKY,"Media"
"MCMILLAN SHAKESPEARE LIMITED",MMS,"Commercial Services & Supplies"
"MCPHERSON'S LIMITED",MCP,"Consumer Durables & Apparel"
"MDSNEWS LIMITED",MWS,"Software & Services"
"MEC RESOURCES LIMITED",MMR,"Classification Pending"
"MEDAIRE INC",MDE,"Health Care Equipment & Services"
"MEDEC LIMITED",MAA,"Health Care Equipment & Services"
"MEDICAL CORPORATION AUSTRALASIA LIMITED",MOD,"Health Care Equipment & Services"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED",MVP,"Pharmaceuticals, Biotechnology & Life Sciences"
"MEDICAL MONITORS LIMITED",MDM,"Health Care Equipment & Services"
"MEDICAL THERAPIES LIMITED",MTY,"Pharmaceuticals, Biotechnology & Life Sciences"
"MEDIGARD LIMITED",MGZ,"Health Care Equipment & Services"
"MEDITECH RESEARCH LIMITED",MTR,"Pharmaceuticals, Biotechnology & Life Sciences"
"MEDIVAC LIMITED",MDV,"Health Care Equipment & Services"
"MEDUSA MINING LIMITED",MML,"Materials"
"MELBOURNE IT LIMITED",MLB,"Software & Services"
"MERCHANT HOUSE INTERNATIONAL LIMITED",MHI,"Consumer Durables & Apparel"
"MERMAID MARINE AUSTRALIA LIMITED",MRM,"Transportation"
"MESOBLAST LIMITED",MSB,"Pharmaceuticals, Biotechnology & Life Sciences"
"METABOLIC PHARMACEUTICALS LIMITED",MBP,"Pharmaceuticals, Biotechnology & Life Sciences"
"METAL STORM LIMITED",MST,"Capital Goods"
"METALLICA MINERALS LIMITED",MLM,"Materials"
"METALS EXPLORATION LIMITED.",MTX,"Materials"
"METCASH LIMITED",MTS,"Food & Staples Retailing"
"METEORIC RESOURCES NL",MEI,"Materials"
"METEX RESOURCES LIMITED",MEE,"Materials"
"METGASCO LIMITED",MEL,"Energy"
"METHANOL AUSTRALIA LIMITED",MEO,"Energy"
"METROLAND AUSTRALIA LIMITED",MTD,"Real Estate"
"MFS DIVERSIFIED GROUP",MFT,"Real Estate"
"MFS LIMITED",MFS,"Diversified Financials"
"MFS LIVING AND LEISURE GROUP",MPY,"Real Estate"
"MGM WIRELESS LIMITED",MWR,"Software & Services"
"MICHELAGO LIMITED",MIC,"Materials"
"MICROVIEW LIMITED",MVL,"Media"
"MIDAS RESOURCES LIMITED",MDS,"Materials"
"MIDWEST CORPORATION LIMITED",MIS,"Materials"
"MIKOH CORPORATION LIMITED",MIK,"Capital Goods"
"MILLEPEDE INTERNATIONAL LIMITED",MPD,"Materials"
"MILLER'S RETAIL LIMITED",MRL,"Retailing"
"MILTON CORPORATION LIMITED",MLT,"Diversified Financials"
"MINARA RESOURCES LIMITED",MRE,"Materials"
"MINCOR RESOURCES NL",MCR,"Materials"
"MINDAX LIMITED",MDX,"Materials"
"MINERAL COMMODITIES LTD",MRC,"Materials"
"MINERAL DEPOSITS LIMITED",MDL,"Materials"
"MINERAL SECURITIES LIMITED",MSX,"Diversified Financials"
"MINERALS CORPORATION LIMITED",MSC,"Materials"
"MINOTAUR EXPLORATION LTD",MEP,"Materials"
"MINTAILS LIMITED",MLI,"Materials"
"MIRABELA NICKEL LIMITED",MBN,"Materials"
"MIRRABOOKA INVESTMENTS LIMITED",MIR,"Diversified Financials"
"MIRVAC GROUP",MGR,"Real Estate"
"MISSION BIOFUELS LIMITED",MBT,"Classification Pending"
"MITHRIL RESOURCES LIMITED",MTH,"Materials"
"MMC CONTRARIAN LIMITED",MMA,"Diversified Financials"
"MOBI LIMITED",MBI,"Technology Hardware & Equipment"
"MOBILEACTIVE LIMITED",MBA,"Software & Services"
"MOBILESOFT LIMITED",MSO,"Telecommunication Services"
"MOBIUS NCM-03 TRUST",MBS,"GICS Sector Code Not Applicable"
"MOBY OIL & GAS LTD",MOG,"Energy"
"MOLOPO AUSTRALIA LIMITED",MPO,"Energy"
"MOLY MINES LIMITED",MOL,"Materials"
"MONADELPHOUS GROUP LIMITED",MND,"Capital Goods"
"MONARCH RESOURCES LIMITED",MRS,"Materials"
"MONARO MINING NL",MRO,"Materials"
"MONAX MINING LIMITED",MOX,"Materials"
"MONITOR HOLDINGS LTD",MHL,"Health Care Equipment & Services"
"MONTEC INTERNATIONAL LIMITED",MTI,"Food Beverage & Tobacco"
"MONTERAY GROUP LIMITED",MRY,"Software & Services"
"MONTO MINERALS LTD",MOO,"Materials"
"MOOTER MEDIA LIMITED",MMZ,"Software & Services"
"MORNING STAR GOLD N.L.",MCO,"Materials"
"MORNING STAR HOLDINGS (AUSTRALIA) LIMITED",MSH,"Consumer Services"
"MORTGAGE CHOICE LIMITED",MOC,"Banks"
"MOSAIC OIL NL",MOS,"Energy"
"MOTO GOLDMINES LIMITED.",MOE,"Materials"
"MOUNT BURGESS MINING NL",MTB,"Materials"
"MOUNT GIBSON IRON LIMITED",MGX,"Materials"
"MRI HOLDINGS LIMITED.",MRI,"Diversified Financials"
"MTM ENTERTAINMENT TRUST",MME,"Real Estate"
"MULTIEMEDIA LIMITED",MUL,"Software & Services"
"MULTIPLEX ACUMEN PROPERTY FUND",MPF,"Real Estate"
"MULTIPLEX GROUP",MXG,"Real Estate"
"MULTIPLEX SITES TRUST",MXU,"Real Estate"
"MULTISTACK INTERNATIONAL LIMITED",MSI,"Capital Goods"
"MURCHISON HOLDINGS LIMITED",MCH,"Diversified Financials"
"MURCHISON METALS LIMITED",MMX,"Materials"
"MURCHISON UNITED NL",MUR,"Materials"
"MUTINY GOLD LIMITED",MYG,"Classification Pending"
"MXL LIMITED.",MXL,"Commercial Services & Supplies"
"MY NET FONE LIMITED",MNF,"Classification Pending"
"MYOB LIMITED",MYO,"Software & Services"
"NAMAKWA DIAMOND COMPANY NL",NDC,"Materials"
"NAMBERRY LIMITED",NMB,"Telecommunication Services"
"NAMOI COTTON CO-OPERATIVE LIMITED",NAM,"Food Beverage & Tobacco"
"NARHEX LIFE SCIENCES LIMITED",NLS,"Pharmaceuticals, Biotechnology & Life Sciences"
"NATIONAL AUSTRALIA BANK LIMITED",NAB,"Banks"
"NATIONAL CAN INDUSTRIES LIMITED",NCI,"Materials"
"NATIONAL HIRE GROUP LIMITED",NHR,"Capital Goods"
"NATIONAL LEISURE & GAMING LIMITED",NLG,"Consumer Services"
"NAVIGATOR RESOURCES LIMITED",NAV,"Materials"
"NEDERLANDSE WATERSCHAPSBANK N.V.",NWB,"GICS Sector Code Not Applicable"
"NEPTUNE MARINE SERVICES LIMITED",NMS,"Capital Goods"
"NETCOMM LIMITED.",NTC,"Technology Hardware & Equipment"
"NETWORK FOODS LIMITED",NFO,"Food & Staples Retailing"
"NETWORK LIMITED",NWK,"Media"
"NEUREN PHARMACEUTICALS LIMITED",NEU,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEURODISCOVERY LIMITED",NDL,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEW HOLLAND MINING LIMITED",NHM,"Materials"
"NEW HOPE CORPORATION LIMITED",NHC,"Energy"
"NEW OPPORTUNITY LIMITED",NOP,"Technology Hardware & Equipment"
"NEW PRIVATEER HOLDINGS LIMITED",NPH,"Diversified Financials"
"NEW WORLD ALLOYS LIMITED",NWA,"Materials"
"NEW ZEALAND OIL & GAS LIMITED",NZO,"Energy"
"NEWCREST MINING LIMITED",NCM,"Materials"
"NEWHAVEN HOTELS LIMITED",NHH,"Consumer Services"
"NEWLAND RESOURCES LIMITED",NRL,"Materials"
"NEWMONT MINING CORPORATION.",NEM,"Materials"
"NEWS CORP CLASS A NON-VOTING COMMON STOCK - CDI",NW1,"Classification Pending"
"NEWS CORP NON-VOTING COMMON STOCK - CDI",NWX,"Classification Pending"
"NEWS CORPORATION",NWS,"Media"
"NEXUS BONDS LIMITED",NXB,"GICS Sector Code Not Applicable"
"NEXUS ENERGY LIMITED",NXS,"Energy"
"NGM RESOURCES LIMITED",NGM,"Materials"
"NIAGARA MINING LIMITED",NIA,"Materials"
"NIBC BANK N.V.",NID,"GICS Sector Code Not Applicable"
"NICK SCALI LIMITED",NCK,"Retailing"
"NICKEL AUSTRALIA LIMITED",NKL,"Materials"
"NIDO PETROLEUM LIMITED",NDO,"Energy"
"NKWE PLATINUM LIMITED",NKP,"Materials"
"NONI B LIMITED",NBL,"Retailing"
"NORTH AUSTRALIAN DIAMONDS LTD",NAD,"Materials"
"NORTHERN ENERGY CORPORATION LIMITED",NEC,"Energy"
"NORTHERN STAR RESOURCES LTD",NST,"Materials"
"NORTHWEST RESOURCES LIMITED",NWR,"Materials"
"NORTON GOLD FIELDS LIMITED",NGF,"Materials"
"NORWEST ENERGY NL",NWE,"Energy"
"NORWOOD ABBEY LIMITED",NAL,"Health Care Equipment & Services"
"NORWOOD SYSTEMS LTD",NSA,"Consumer Services"
"NOVA ENERGY LIMITED",NEL,"Energy"
"NOVOGEN LIMITED",NRT,"Pharmaceuticals, Biotechnology & Life Sciences"
"NSL HEALTH LIMITED",NSL,"Health Care Equipment & Services"
"NSX LIMITED",NSX,"Diversified Financials"
"NUENCO NL",NEO,"Energy"
"NUFARM LIMITED",NUF,"Materials"
"NULLARBOR HOLDINGS LIMITED",NLB,"Materials"
"NUPLEX INDUSTRIES LIMITED.",NPX,"Materials"
"NUSTAR MINING CORPORATION LIMITED",NMC,"Materials"
"NYLEX LIMITED",NLX,"Capital Goods"
"OAKS HOTELS & RESORTS LIMITED",OAK,"Real Estate"
"OAKTON LIMITED",OKN,"Software & Services"
"OAMPS LIMITED",OMP,"Insurance"
"OBJ LIMITED",OBJ,"Software & Services"
"OBJECTIVE CORPORATION LIMITED",OCL,"Software & Services"
"OCCUPATIONAL & MEDICAL INNOVATIONS LIMITED",OMI,"Health Care Equipment & Services"
"OCEAN CAPITAL LIMITED",OCE,"Consumer Services"
"OCEANA GOLD LIMITED",OGD,"Materials"
"ODYSSEY ENERGY LIMITED",ODY,"Energy"
"OFM INVESTMENT GROUP LIMITED",OFM,"Diversified Financials"
"OIL SEARCH LIMITED",OSH,"Energy"
"OILEX NL",OEX,"Energy"
"OLDFIELDS HOLDINGS LIMITED",OLH,"Capital Goods"
"OLEA AUSTRALIS LIMITED",OLE,"Food Beverage & Tobacco"
"OLYMPIA RESOURCES LIMITED",OLY,"Materials"
"OLYMPUS RESOURCES LIMITED",OLP,"Diversified Financials"
"OM HOLDINGS LIMITED",OMH,"Materials"
"OMEGACORP LIMITED",OMC,"Materials"
"OMNITECH HOLDINGS LIMITED",OHL,"Technology Hardware & Equipment"
"ON Q GROUP LIMITED",ONQ,"Software & Services"
"ONESTEEL LIMITED",OST,"Materials"
"OPEN TELECOMMUNICATIONS LIMITED",OTT,"Software & Services"
"OPTIMA CORPORATION LIMITED",OPC,"Consumer Durables & Apparel"
"OPTIMA ICM LIMITED",OPI,"Technology Hardware & Equipment"
